2024/08/14 18:59:28	106.210.32.204	861261027105820	GPS	2024/08/14 18:59:27	1	11	28.61581333333333	77.37423333333334	0.0	0	61
2024/08/14 18:59:32	106.210.32.204	861261027105820	GPS	2024/08/14 17:25:37	1	8	28.61624	77.37523277777778	0.0	0	210
2024/08/14 18:59:42	106.210.32.204	861261027105820	GPS	2024/08/14 17:26:34	1	14	28.616015	77.37470666666667	0.0	0	351
2024/08/14 19:03:30	27.59.77.138	861261027105820	GPS	2024/08/14 17:35:54	1	9	28.616025	77.37462333333333	0.0	0	223
2024/08/23 11:08:14	106.221.226.237	861261027105820	GPS	2024/08/22 22:06:31	1	8	28.778553333333335	77.51034666666666	0.0	4	262
2024/08/23 11:08:23	106.221.226.237	861261027105820	GPS	2024/08/22 22:07:28	1	13	28.778238333333334	77.50986333333333	0.0	0	32
2024/08/23 11:08:24	106.221.226.237	861261027105820	GPS	2024/08/23 11:08:22	1	12	28.653911666666666	77.47279166666667	0.0	79	209
2024/08/23 11:10:39	106.221.224.178	861261027105820	GPS	2024/08/23 11:10:22	1	12	28.633686666666666	77.45512333333333	0.0	101	265
2024/08/23 11:15:10	106.221.224.226	861261027105820	GPS	2024/08/23 10:42:24	1	11	28.775702777777777	77.51462	0.0	17	123
2024/08/23 11:15:15	106.221.224.226	861261027105820	GPS	2024/08/23 10:43:22	1	12	28.773589444444443	77.51387333333334	0.0	35	220
2024/08/23 11:15:29	106.221.224.226	861261027105820	GPS	2024/08/23 10:44:22	1	10	28.770825	77.51125166666667	0.0	17	209
2024/08/23 11:15:29	106.221.224.226	861261027105820	GPS	2024/08/23 11:15:22	1	12	28.639883333333334	77.40753833333333	0.0	80	250
2024/08/23 11:15:33	106.221.224.226	861261027105820	GPS	2024/08/23 10:45:22	1	9	28.767036666666666	77.50789	0.0	41	218
2024/08/23 11:15:51	106.221.224.226	861261027105820	GPS	2024/08/23 10:46:22	1	9	28.762731666666667	77.50387333333333	0.0	36	219
2024/08/23 11:19:24	106.221.229.139	861261027105820	GPS	2024/08/23 11:19:22	1	12	28.631013333333332	77.37483666666667	0.0	15	199
2024/08/23 11:19:24	106.221.229.139	861261027105820	GPS	2024/08/23 11:00:21	1	11	28.684506666666667	77.53294166666667	0.0	67	123
2024/08/23 11:19:35	106.221.229.139	861261027105820	GPS	2024/08/23 11:01:22	1	11	28.686578333333333	77.53447	0.0	4	310
2024/08/23 11:19:45	106.221.229.139	861261027105820	GPS	2024/08/23 11:02:22	1	11	28.68683	77.5331411111111	0.0	30	262
2024/08/23 11:19:54	106.221.229.139	861261027105820	GPS	2024/08/23 11:09:22	1	12	28.643421666666665	77.46510944444445	0.0	69	213
2024/08/23 11:20:08	106.221.229.139	861261027105820	GPS	2024/08/23 11:11:22	1	12	28.635738333333332	77.44346333333333	0.0	52	284
2024/08/23 11:20:39	106.221.229.139	861261027105820	GPS	2024/08/23 11:11:22	1	12	28.635738333333332	77.44346333333333	0.0	52	284
2024/08/23 11:20:39	106.221.229.139	861261027105820	GPS	2024/08/23 11:20:22	1	12	28.62674611111111	77.37450666666666	0.0	36	179
2024/08/23 11:21:51	106.221.227.69	861261027105820	GPS	2024/08/23 11:12:22	1	12	28.637441666666668	77.43535833333334	0.0	41	283
2024/08/23 11:22:00	106.221.227.69	861261027105820	GPS	2024/08/23 11:13:22	1	12	28.639016666666667	77.42747833333334	0.0	40	283
2024/08/23 11:22:10	106.221.227.69	861261027105820	GPS	2024/08/23 11:14:22	1	12	28.64099	77.41766333333334	0.0	59	281
2024/08/23 11:22:21	106.221.227.69	861261027105820	GPS	2024/08/23 11:16:22	1	12	28.63623	77.39598833333334	0.0	60	248
2024/08/23 11:22:24	106.221.227.69	861261027105820	GPS	2024/08/23 11:22:22	1	10	28.616545	77.37377	0.0	35	180
2024/08/23 11:22:35	106.221.227.69	861261027105820	GPS	2024/08/23 11:17:22	1	11	28.634238333333332	77.38951333333333	0.0	25	248
2024/08/23 11:22:40	106.221.227.69	861261027105820	GPS	2024/08/23 11:18:22	1	12	28.632031666666666	77.37937333333333	0.0	47	270
2024/08/23 11:22:50	106.221.227.69	861261027105820	GPS	2024/08/23 11:21:22	1	12	28.621725	77.37413333333333	0.0	31	179
2024/08/23 11:24:11	106.221.227.136	861261027105820	GPS	2024/08/23 11:23:22	1	12	28.617076666666666	77.37424833333333	0.0	7	167
2024/08/23 11:24:24	106.221.227.136	861261027105820	GPS	2024/08/23 11:24:23	1	12	28.615757777777777	77.37420666666667	0.0	0	179
